,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
498,,US,Brander 2006 Uno Mas White (Santa Ynez Valley),"Right up there with last year's bottling, this Grenache Blanc-Sauvignon Blanc blend is unoaked, offering pure flavors of terroir-inspired fruit. High acidity backs up the lemongrass, pineapple, peach and honeysuckle flavors that finish so dry and spicy.",Uno Mas,90,22.0,California,Santa Ynez Valley,Central Coast,Brander,White Blend,"Sentiment(polarity=0.11866666666666667, subjectivity=0.44847619047619053)"
499,@vossroger,France,Alex Gambal 2013 Premier Cru  (Savigny-lès-Beaune),"Because of such small harvests in 2013 because of hail, Alex Gambal decided to make one wine from all his premier cru parcels in Savigny-lès-Beaune. This wine is rich and ripe, full of sweet crushed strawberry flavors as well as a dry core of structure. Age this fine wine and drink from 2017.",Premier Cru,92,45.0,Burgundy,Savigny-lès-Beaune,,Alex Gambal,Pinot Noir,"Sentiment(polarity=0.134375, subjectivity=0.5062500000000001)"
500,@vboone,US,MacRostie 2013 Klopp Ranch Pinot Noir (Russian River Valley),"Mighty Klopp fruit is hard to get, and the tiny production of this wine reflects the coveted nature of these grapes. Justice is done; this beauty shows funky, soft and floral characteristics that persist on the palate, along a streak of black cherry and chocolate.",Klopp Ranch,92,56.0,California,Russian River Valley,Sonoma,MacRostie,Pinot Noir,"Sentiment(polarity=0.008333333333333337, subjectivity=0.5449999999999999)"
501,@JoeCz,France,Ferraton Pere et Fils 2016 Samorëns Rosé (Côtes du Rhône),"This is a solid drive, a middle-of-the-fairway rosé. It's medium-pink in hue and medium bodied in style. Peach, berry and melon aroma and flavors end with a refreshing dose of citrus on the finish. Drink now.",Samorëns,90,15.0,Rhône Valley,Côtes du Rhône,,Ferraton Pere et Fils,Rosé,"Sentiment(polarity=0.25, subjectivity=0.55)"
502,@vossroger,France,Château Lafite Rothschild 2013 Les Carruades de Lafite  (Pauillac),"This second wine of Lafite Rothschild is packed with acidity, nervy black currant fruits and extreme freshness. It's a light wine, all fruit and only hints of tannin and structure.",Les Carruades de Lafite,90,,Bordeaux,Pauillac,,Château Lafite Rothschild,Bordeaux-style Red Blend,"Sentiment(polarity=0.021666666666666678, subjectivity=0.6266666666666667)"
503,@vossroger,France,Château Reysson 2012  Haut-Médoc,"Heavily dominated by Merlot, this is a generous and full-bodied wine. Wood aging has left its mark in the burnt, toasty character. The fruit, though, is generous, bringing out the richness of the limestone soil. This wine will be ripe and full-bodied. Drink from 2017.",,90,24.0,Bordeaux,Haut-Médoc,,Château Reysson,Bordeaux-style Red Blend,"Sentiment(polarity=-0.1, subjectivity=0.42500000000000004)"
504,,US,J Vineyards & Winery NV Brut Rosé Sparkling (Russian River Valley),"A little rough and scoury, but fine and crisp and clean, with a slight sweetness from the dosage enriching the citrus, apple, yeast and vanilla flavors. Fancy and elegant.",Brut Rosé,87,35.0,California,Russian River Valley,Sonoma,J Vineyards & Winery,Sparkling Blend,"Sentiment(polarity=0.15416666666666665, subjectivity=0.5261904761904762)"
505,@mattkettmann,US,Falkner 2011 Amante Red (Temecula Valley),"Perhaps Temecula's future is in Super Tuscans. This balanced blend of 50% Sangiovese, 21% Cabernet Sauvignon, 20% Merlot and 9% Cabernet Franc offers a complex nose of cranberry, pomegranate, pencil lead and chocolate sauce. Flavors of hot brick, white pepper, raspberry and stewed mushrooms rock the palate.",Amante,92,43.0,California,Temecula Valley,South Coast,Falkner,Red Blend,"Sentiment(polarity=0.0638888888888889, subjectivity=0.34027777777777785)"
506,,Italy,Domìni Veneti 2008 Costacalda Passito White (Veneto),"Here's a beautifully crisp and golden Passito dessert wine that seems to shine bright with Italian sunlight intensity. The velvety wine is redolent of dried apricot, peach cobbler and almond honey.",Costacalda Passito,91,30.0,Veneto,Veneto,,Domìni Veneti,White Blend,"Sentiment(polarity=0.21000000000000002, subjectivity=0.4633333333333334)"
507,,US,De Loach 2008 Von Weidlich Vineyard Zinfandel (Green Valley),"With a touch of raisins and some heat in the finish, this is a pretty ripe Zinfandel. It's not for the faint-hearted. But it's classic California Zin, offering huge blackberry, cola, mocha and black pepper flavors that go on and on into a long finish. Demands rich fare, especially spicy, saucy barbecue.",Von Weidlich Vineyard,90,32.0,California,Green Valley,Sonoma,De Loach,Zinfandel,"Sentiment(polarity=0.1392857142857143, subjectivity=0.6642857142857144)"
508,,US,Cardinale 1997 Cabernet Sauvignon (Mount Veeder),"The lovely bouquet of blackberry jam, oak with mint, cedar, and black olives draws you in. Broad and rich on the palate, with ample but fine tannins. Great depth of dark-berry fruit, with coffee and cedar shadings. The explosive finish just keeps going as intriguing sweet-tart fruit and bitter chocolate notes please all the way out. Best to hold six to nine years.",,95,125.0,California,Mount Veeder,Napa,Cardinale,Cabernet Sauvignon,"Sentiment(polarity=0.3541666666666667, subjectivity=0.5217592592592593)"
509,@wineschach,Spain,Carlos Serres 2016 Viura-Tempranillo Blanco White (Rioja),"Apple and stone-fruit aromas are basic. This wine feels lean and stringy. Tart nectarine, citrus and salty flavors finish light and simple in this Viura with 15% Tempranillo blanco.",Viura-Tempranillo Blanco,85,10.0,Northern Spain,Rioja,,Carlos Serres,White Blend,"Sentiment(polarity=0.13333333333333333, subjectivity=0.39404761904761904)"
510,@vossroger,France,Domaine René Bouvier 2011 Les Fuées Premier Cru  (Chambolle-Musigny),"This ripe, concentrated wine has rounded tannins plus a structure that gives weight as well as richness. It comes from vines close to Morey Saint-Denis. The richness promises good aging. Drink from 2017.",Les Fuées Premier Cru,91,,Burgundy,Chambolle-Musigny,,Domaine René Bouvier,Pinot Noir,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)"
511,@wineschach,Brazil,Casa Perini 2014 Macaw Cabernet Sauvignon (Serra Gaúcha),"This self-described “soft” Cabernet is light and low in alcohol. Aromas of herbal berry fruits precede a round plump palate with jammy plum and currant flavors. While quaffable and a touch sweet, this bears little resemblance to what most people expect from Cab Sauvignon.",Macaw,85,15.0,Serra Gaúcha,,,Casa Perini,Cabernet Sauvignon,"Sentiment(polarity=0.13749999999999998, subjectivity=0.4857142857142857)"
512,@paulgwine ,US,Erath 2008 Pinot Gris (Oregon),"This is Erath's big production white wine. It's well-balanced, with moderately ripe apple and pear flavors, some noticeable tannins, and firm acids. A solid, middle-of-the-road effort.",,85,15.0,Oregon,Oregon,Oregon Other,Erath,Pinot Gris,"Sentiment(polarity=-0.04, subjectivity=0.26)"
513,@mattkettmann,US,Zenaida Cellars 2011 Estate Cabernet Sauvignon (Paso Robles),"Powerful and elegant aromas of tobacco, dark herbs, cedar and a touch of green pepper keep the nose entertained for quite a while. There's a peppery, meaty character to the palate, with purple fruits arising over time. This one will be even better in a few years.",Estate,91,28.0,California,Paso Robles,Central Coast,Zenaida Cellars,Cabernet Sauvignon,"Sentiment(polarity=0.09285714285714285, subjectivity=0.5428571428571428)"
514,@gordone_cellars,US,Sobon Estate 2012 Lubenko Zinfandel (Fiddletown),"This full-bodied but nicely balanced and dry Zin has cedar and nutmeg aromas that waft over earthy, wild blackberry and cedar flavors. The texture is smooth and slightly tannic, and the finish lingers.",Lubenko,90,22.0,California,Fiddletown,Sierra Foothills,Sobon Estate,Zinfandel,"Sentiment(polarity=0.1277777777777778, subjectivity=0.5444444444444444)"
515,,US,Spann Vineyards NV Betsy's Backacher Red (Russian River Valley),"Simple, sweet and sour, with apricot and orange marmalade flavors. A blend of Merlot, Carignan, Syrah, Cab and Petite Sirah.",Betsy's Backacher,81,15.0,California,Russian River Valley,Sonoma,Spann Vineyards,Red Blend,"Sentiment(polarity=0.06666666666666665, subjectivity=0.36904761904761907)"
516,@vboone,US,Krutz 2013 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),"Blended with 10% Petit Verdot and 5% Malbec, this sturdily built, medium-bodied wine shows a distinct green, herbal quality that's strong and persistent on the nose. Pencil shaving and sage elements contribute further intrigue and complexity.",Stagecoach Vineyard,88,65.0,California,Napa Valley,Napa,Krutz,Cabernet Sauvignon,"Sentiment(polarity=0.1333333333333333, subjectivity=0.4583333333333333)"
517,@vossroger,France,Château de Pizay 2014  Bourgogne,"Ripe and juicy, this wine comes mainly from vines in the Mâcon region. Attractive yellow fruit flavors are filled out with spice and almond, accented by refreshing acidity. Drink now.",,86,,Burgundy,Bourgogne,,Château de Pizay,Chardonnay,"Sentiment(polarity=0.37333333333333335, subjectivity=0.6466666666666667)"
518,@wawinereport,US,Apex 2012 Sauvignon Blanc (Columbia Valley (WA)),"Fermented and aged in stainless steel, this 100% varietal wine is bright and focused with notes of herbs, citrus and kiwi. It's ripe and full of juicy fruit flavors with a spine of citric acidity running throughout. Give this some time to open up.",,90,18.0,Washington,Columbia Valley (WA),Columbia Valley,Apex,Sauvignon Blanc,"Sentiment(polarity=0.22999999999999998, subjectivity=0.49000000000000005)"
519,@kerinokeefe,Italy,Cascina delle Rose 2013 Nebbiolo (Langhe),"Aged in steel, this vibrant wine shows Nebbiolo's more elegant and youthful side. It weaves together rose, violet, perfumed berries, bright cherry, crushed raspberry and sweet baking spices alongside supple tannins and fresh acidity. Enjoy it soon to capture the crunchy berry flavors.",,92,30.0,Piedmont,Langhe,,Cascina delle Rose,Nebbiolo,"Sentiment(polarity=0.33166666666666667, subjectivity=0.5733333333333334)"
520,,US,Twomey 2006 Merlot (Napa Valley),"Pretty good Merlot for its dryness and classy mouthfeel. Shows blackberry, cherry, herb and oak flavors, with solid tannins. Beginning to dry out, so drink now.",,86,50.0,California,Napa Valley,Napa,Twomey,Merlot,"Sentiment(polarity=0.19666666666666668, subjectivity=0.64)"
521,@paulgwine ,US,Tamarack Cellars 2008 Chardonnay (Columbia Valley (WA)),"Pressed directly to barrel prior to fermentation, it's dusty and fragrant, capturing the higher acidity of the vintage, and some underlying minerality. This 2008 does not have the ripe peachiness of the previous year, but the citrus/pineapple fruit makes an excellent food wine, stylish and affordable.",,89,18.0,Washington,Columbia Valley (WA),Columbia Valley,Tamarack Cellars,Chardonnay,"Sentiment(polarity=0.18333333333333332, subjectivity=0.5238095238095238)"
522,,US,Dawn's Dream 2009 Pinot Noir (Carmel Valley),"Tastes and feels harsh and acidic, lacking Pinot's voluptuous nature, although there are serious, even complex, flavors of berries, cola, tobacco and spices. With Pinot Noir, texture is everything, and this wine is just a little off.",,85,24.0,California,Carmel Valley,Central Coast,Dawn's Dream,Pinot Noir,"Sentiment(polarity=-0.2552083333333333, subjectivity=0.5666666666666667)"
523,@paulgwine ,US,Coeur de Terre 2007 Estate Pinot Noir (McMinnville),"The estate vineyard, planted between 1999 and 2005, includes several different blocks, named for family members. This Pinot has a pleasing softness, entering the mouth gently with light raspberry candy flavors. The fruit is wrapped in chocolaty oak.",Estate,88,34.0,Oregon,McMinnville,Willamette Valley,Coeur de Terre,Pinot Noir,"Sentiment(polarity=0.15000000000000002, subjectivity=0.5249999999999999)"
524,@paulgwine ,US,Chateau Ste. Michelle & Dr. Loosen 2010 Eroica Riesling (Columbia Valley (WA)),"Eroica has a proven ability to age; in fact it needs at least a half decade in the cellar to show its real strengths. Tight and packed with primary fruit flavors of lime and peach, this beautifully proportioned wine has perceptible sweetness but plenty of natural acidity. Lively and fresh today, but best given a few more years in the cellar.",Eroica,92,20.0,Washington,Columbia Valley (WA),Columbia Valley,Chateau Ste. Michelle & Dr. Loosen,Riesling,"Sentiment(polarity=0.2200937950937951, subjectivity=0.4126984126984126)"
525,@wineschach,Argentina,Verum 2013 Reserva Cabernet Franc (Alto Valle del Río Negro),"Cool, breezy Patagonia is the home address for this light-colored but full-flavored Cab Franc. Cherry, berry and woodsy aromas set up a firm, wide palate with lightly herbal, leafy flavors of berry fruits and chocolate. Cocoa dust and a pinch of saltiness are noted on a full finish. Drink through 2022.",Reserva,92,29.0,Other,Alto Valle del Río Negro,,Verum,Cabernet Franc,"Sentiment(polarity=0.15999999999999998, subjectivity=0.54)"
526,@mattkettmann,US,Flying Goat Cellars 2011 Salisbury Vineyards Pinot Noir (San Luis Obispo County),"Norm Yost presents luscious and broad aromas of black currant candies, black slate and well-integrated clove and allspice aromas on this wine from an extreme coastal slice of the Central Coast. It's quite boisterous for the restrained vintage, with blood, iodine, black cherry juice and black pepper flavors.",Salisbury Vineyards,93,38.0,California,San Luis Obispo County,Central Coast,Flying Goat Cellars,Pinot Noir,"Sentiment(polarity=-0.10416666666666666, subjectivity=0.4708333333333333)"
527,@vossroger,France,Pannier NV Rosé Velours Sec  (Champagne),"Dark pink in color, this off-dry wine is as soft as the velvet in its name. Strawberry dominates the flavor, along with attractive acidity and a smooth, round texture. A wine for apéritifs.",Rosé Velours Sec,88,,Champagne,Champagne,,Pannier,Champagne Blend,"Sentiment(polarity=0.1416666666666667, subjectivity=0.49166666666666664)"
528,@gordone_cellars,US,Tangley Oaks 2013 Lot 15 Pinot Noir (North Coast),"This wine has intense and complex flavors while keeping a graceful texture and great balance between acidity, body and tannins. Aromas suggest raspberries and strawberries with hints of pine forest and earth, while the flavors are vivid and bright.",Lot 15,91,19.0,California,North Coast,North Coast,Tangley Oaks,Pinot Noir,"Sentiment(polarity=0.30500000000000005, subjectivity=0.74)"
529,@gordone_cellars,US,Williams Selyem 2012 Ferrington Vineyard Pinot Noir (Anderson Valley),"Just beautiful, this wine combines spicy, arresting aromas, vivid, bright cherry and raspberry flavors, an electric mouthfeel and bracing texture. All nerve and muscle, and no fat, it is vibrant in acidity, with firm tannins that support the enticing fruit flavors. Virtually irresistible now, this will gain complexity through at least 2022.",Ferrington Vineyard,96,65.0,California,Anderson Valley,,Williams Selyem,Pinot Noir,"Sentiment(polarity=0.22361111111111112, subjectivity=0.6138888888888888)"
530,,Australia,Pewsey Vale 2008 Individual Vineyard Selection Pinot Gris (Eden Valley),"This Pinot Gris is marching to the beat of its own drum, with some funky aromas and toast notes along with lemon and pear fruit. It's a tad volatile in the mouth but has some nice depth of flavor and a lingering cashew finish. Likeable for its originality.",Individual Vineyard Selection,86,18.0,South Australia,Eden Valley,,Pewsey Vale,Pinot Gris,"Sentiment(polarity=0.6, subjectivity=1.0)"
531,@paulgwine ,US,Expression 44° 2009 Pinot Noir (Eola-Amity Hills),"A spicy, bold, fruit-powered take on Pinot Noir. William Hill is the proprietor. The wine comes across as sort of a California-Oregon hybrid, mixing the slightly herbal, moderately tannic Oregon grapes with a fruit-forward, cranberry core.",,88,36.0,Oregon,Eola-Amity Hills,Willamette Valley,Expression 44°,Pinot Noir,"Sentiment(polarity=0.05555555555555555, subjectivity=0.5111111111111111)"
532,,Italy,Falesco 2009 Merlot (Umbria),"A great trattoria wine, this smooth Merlot opens with aromas of ripe fruit and a touch of cured meat. It's a full-bodied expression with easy fruit flavors and a touch of bright acidity on the close.",,87,,Central Italy,Umbria,,Falesco,Merlot,"Sentiment(polarity=0.44666666666666666, subjectivity=0.6966666666666667)"
533,,US,Jettlynn NV Opulent Red (Paso Robles),"Quite a delicious, rich and opulent wine. It shows Paso Robles softness and accessibility, with deep, long-lasting flavors of blackberries, currants, chocolate, olives and cedar. Fully ready now.",Opulent,88,45.0,California,Paso Robles,Central Coast,Jettlynn,Red Blend,"Sentiment(polarity=0.39375, subjectivity=0.6625)"
534,,US,Bonaccorsi 2010 Cargasacchi Vineyard Pinot Noir (Sta. Rita Hills),"Making Pinot Noir this sensually delicious is only half the effort. The challenge is to provide balance. Winemaker Jenne Lee Bonaccorsi succeeds wildly with this wine. The vineyard is planted entirely with the Dijon clone 115, and the wine shows the purest raspberry and cherry fruit—focused and intense. Yet there are all sorts of earthy, mushroomy, oaky complexities. Gorgeous now, and will hold for at least six years.",Cargasacchi Vineyard,94,45.0,California,Sta. Rita Hills,Central Coast,Bonaccorsi,Pinot Noir,"Sentiment(polarity=0.24814814814814815, subjectivity=0.6212962962962963)"
535,@AnneInVino,Austria,Markus Huber 2014 Berg Reserve Riesling (Traisental),"Taut grapefruit zest on the nose relaxes into lovely mandarin fruit and zest on the palate. This is fresh and fruity, flavorsome and rounded by rich mandarin flavor as only a slender, willowy Riesling can be. Totally refreshing with a pristine finish. This dances and pirouettes like a ballerina.",Berg Reserve,93,72.0,Traisental,,,Markus Huber,Riesling,"Sentiment(polarity=0.335, subjectivity=0.8)"
536,@kerinokeefe,Italy,Casa Emma 2010 Gran Selezione  (Chianti Classico),"Aromas of crushed violet, iris, baking spice, leather and vineyard dust take center stage. The vibrant palate offers layers of crunchy red cherry, juicy raspberry, licorice and thyme alongside a firm backbone of noble tannins and fresh acidity. Hold for complexity. Drink 2016–2025.",Gran Selezione,92,38.0,Tuscany,Chianti Classico,,Casa Emma,Sangiovese,"Sentiment(polarity=0.09583333333333333, subjectivity=0.2916666666666667)"
537,@vboone,US,Decoy 2013 Red (Sonoma County),"This plummy, dusty red wine is simple and straightforward in its approach to tannin and oak. Offered at a fair price it should please a wide range of palates.",,85,25.0,California,Sonoma County,Sonoma,Decoy,Red Blend,"Sentiment(polarity=0.09583333333333333, subjectivity=0.4386904761904762)"
538,@wineschach,Argentina,Bodega Patritti 2008 Primogénito Malbec (Patagonia),"This is a superripe Malbec with jammy aromas of raisin and prune that can best be described as “fleshy.” A chunky palate follows the nose in lockstep, and then baked blackberry and chocolate flavors take over. A chubby, jammy finish says drink this soon.",Primogénito,88,22.0,Other,Patagonia,,Bodega Patritti,Malbec,"Sentiment(polarity=1.0, subjectivity=0.3)"
539,@kerinokeefe,Italy,Marchesi Antinori 2009 Pian delle Vigne  (Brunello di Montalcino),"This structured wine opens with aromas of black fruit, underbrush, mint and spice with an earthy touch of saddle leather. The juicy palate delivers a core of black cherry accented with notes of thyme, sage, espresso and mocha supported by a tannic backbone. It's well balanced, with enough freshness to ensure it will develop complexity over the next few years.",Pian delle Vigne,92,75.0,Tuscany,Brunello di Montalcino,,Marchesi Antinori,Sangiovese,"Sentiment(polarity=-0.10666666666666666, subjectivity=0.29333333333333333)"
540,@vboone,US,B Cellars 2012 Ehrlich Vineyard Cabernet Sauvignon (Oakville),"This richly concentrated, vineyard-designated wine is undeniably in balance. It has a cavern of blackberry and jammy cherry at its core, which simultaneously buzzes in minerality before finishing in a dusting of cocoa and black pepper. The tannins are fine and integrated, providing a generosity of texture that should mellow over time. Cellar through 2027.",Ehrlich Vineyard,93,115.0,California,Oakville,Napa,B Cellars,Cabernet Sauvignon,"Sentiment(polarity=0.20833333333333334, subjectivity=0.5611111111111111)"
541,@wawinereport,US,Mercer Canyons 2014 Riesling (Yakima Valley),"Aromas of citrus, grape skin, peach and herbs are light for the variety. The tangerine flavors drink medium sweet, lacking clarity and concentration.",,84,13.0,Washington,Yakima Valley,Columbia Valley,Mercer Canyons,Riesling,"Sentiment(polarity=0.375, subjectivity=0.675)"
542,@wineschach,Chile,Cono Sur 2014 Single Vineyard Block no.23 Rulos del Alta Riesling (Bío Bío Valley),"Aromas of mango, pineapple and petrol are pure Riesling. Plump on the palate, with citrusy acidity, this tastes of green melon, lime and tarragon. On the finish, a simple, sweet melony flavor blends into a sharper grapefruit note.",Single Vineyard Block no.23 Rulos del Alta,89,20.0,Bío Bío Valley,,,Cono Sur,Riesling,"Sentiment(polarity=0.09107142857142855, subjectivity=0.45178571428571435)"
543,@wineschach,Spain,Viña Vilano 2004 Reserva  (Ribera del Duero),"Comes across a bit baked, syrupy and sweet on the nose, with a hint of stalkiness and stem. The palate has a lush early feel, but further inspection unveils a hollow core. Flavors veer toward earthy raspberry, while the finish is chunky and properly reflects what came before it.",Reserva,87,40.0,Northern Spain,Ribera del Duero,,Viña Vilano,Tempranillo,"Sentiment(polarity=0.075, subjectivity=0.3166666666666667)"
544,@vossroger,Portugal,Casa Agricola Santos Jorge 2015 Morgado da Canita Red (Alentejano),"Deeply colored, aromatic and packed with red fruits, this is a solid, dense wine. Blending Aragonez, Trincadeira and Alfrocheiro normally found in the Dão region, the wine is concentrated and conveys a strong sense of structure. Drink this wine from 2018.",Morgado da Canita,87,13.0,Alentejano,,,Casa Agricola Santos Jorge,Portuguese Red,"Sentiment(polarity=0.11666666666666665, subjectivity=0.37666666666666665)"
545,@vboone,US,Brick & Mortar 2012 Pinot Noir (Napa Valley),"This producer is honing in on the unconventional, sourcing Pinot Noir grapes from unlikely Napa Valley spots like Spring Mountain and Atlas Peak. The resulting wines are surprising and unpredictable in their complexity of savory blithe spirit, light and clear with edgy red cherry and tea, plenty structured, with lurking tannin. The floral aspect on the nose is compelling, as is the cardamon finish.",,92,44.0,California,Napa Valley,Napa,Brick & Mortar,Pinot Noir,"Sentiment(polarity=0.06666666666666667, subjectivity=0.5541666666666667)"
546,@kerinokeefe,Italy,Nobilissima 2015  Chianti,"This 100% Sangiovese opens with red-skinned berry and underbrush aromas. The easygoing palate evokes raspberry jam with a touch of cinnamon, framed by round tannins. Enjoy soon.",,87,15.0,Tuscany,Chianti,,Nobilissima,Sangiovese,"Sentiment(polarity=0.1, subjectivity=0.45)"
547,,US,Bodegas Paso Robles 2007 Viva Tu! Tempranillo (Paso Robles),"This 100% Tempranillo is soft and silky and vibrant in acidity, with pretty flavors of red cherries, raspberries and bacon. A nice wine to drink now with ham, sausage and similar salty, umami-rich fare.",Viva Tu!,87,28.0,California,Paso Robles,Central Coast,Bodegas Paso Robles,Tempranillo,"Sentiment(polarity=0.18611111111111112, subjectivity=0.513888888888889)"
548,@vossroger,France,Château de Pizay 2016  Morgon,"For this appellation, this is a soft wine, full of bright cherry flavors and attractive acidity. A jammy character brings out rich fruitiness that will allow the wine to be ready from 2018.",,88,14.0,Beaujolais,Morgon,,Château de Pizay,Gamay,"Sentiment(polarity=0.4208333333333334, subjectivity=0.6583333333333333)"
549,@paulgwine ,US,Raptor Ridge 2013 Shea Vineyard Pinot Noir,"Tight, tart raspberry fruit is immediately juicy and inviting, set atop a crisp and refreshing mineral base. The concentration is impressive, and this seems likely to age well over the next decade. Drink now through 2025.",Shea Vineyard,91,55.0,Oregon,Willamette Valley,,Raptor Ridge,Pinot Noir,"Sentiment(polarity=0.11020408163265305, subjectivity=0.6717687074829932)"
550,@wineschach,Spain,D.G. Viticultors NV Caligo Sweet White Wine White (Spain),"After a waxy opening, the bouquet unveils honey and peach aromas that are totally inviting. It feels thick but not cloying, and the honeyed flavors of banana, peach and dulce de leche are a prelude to the creamy, thick and deeply layered finish. Chardonnay, Sauvignon Blanc and Albariño make the blend.",Caligo Sweet White Wine,91,50.0,Spain Other,Spain,,D.G. Viticultors,White Blend,"Sentiment(polarity=-0.15000000000000002, subjectivity=0.525)"
551,@wineschach,Spain,Finca la Melonera 2014 La Encina del Inglés Red (Málaga),"Aromas of animal hide and latex are savory more than fruity. This feels overdone and soupy on the palate, with sticky tannins. Candied, baked flavors of plum, blackberry and black currant are spicy in flavor but syrupy in feel on the finish.",La Encina del Inglés,88,22.0,Andalucia,Málaga,,Finca la Melonera,Red Blend,"Sentiment(polarity=0.16666666666666669, subjectivity=0.4666666666666667)"
552,@vossroger,France,Domaine Vacheron 2014 Le Paradis  (Sancerre),"This single-vineyard wine offers wonderfully balanced fruits and texture, along with ripe fruitiness. Apples, crisp citrus and warmer pear and peach flavors are all integrated into a texture that just hints at the herbal while being more about bright, fresh acidity and fruit. Drink now.",Le Paradis,93,65.0,Loire Valley,Sancerre,,Domaine Vacheron,Sauvignon Blanc,"Sentiment(polarity=0.47500000000000003, subjectivity=0.5361111111111111)"
553,,Italy,Rivetto 2007 Leon Riserva  (Barolo),"You'll love that extra fruity richness that this beautiful Barolo from the warm 2007 vintage proudly puts on display. Black fruit and plum is backed by licorice, cola, tar and a drying mineral sensation. The tannins are firm but polished and the wine promises a 10–20 year drinking window.",Leon Riserva,94,96.0,Piedmont,Barolo,,Rivetto,Nebbiolo,"Sentiment(polarity=0.3404761904761905, subjectivity=0.5904761904761905)"
554,@wawinereport,US,The Walls 2014 The Ramparts Red (Red Mountain),"This wine is half Grenache, with the balance Mourvèdre (31%), Syrah (14%) and Counoise. Lighter in color, it brings aromas of cranberry, cherry, spice, smoked meat and herb. The tart cranberry flavors are full bodied, showing a sense of purity and balance, pulling up a bit on the finish.",The Ramparts,89,46.0,Washington,Red Mountain,Columbia Valley,The Walls,Rhône-style Red Blend,"Sentiment(polarity=0.09166666666666666, subjectivity=0.35833333333333334)"
555,@wineschach,Spain,Mas de Monistrol NV MPX Brut Sparkling (Cava),"Pretty pear, apple and other dusty white-fruit aromas start this cleansing cava on its way to pure citrus, Granny Smith apple and lime flavors. It has a mildly linear, angular feel but it doesn't come across sheer or sour; to the contrary, it's balanced and generous with its fruit.",MPX Brut,88,11.0,Catalonia,Cava,,Mas de Monistrol,Sparkling Blend,"Sentiment(polarity=0.017517006802721075, subjectivity=0.5464285714285715)"
556,@vossroger,France,Château Petit Moulin 2016 Rosé (Bordeaux Rosé),"This is a tight, mineral-textured wine. Crisp fruit keeps it bright, but the texture adds a more serious, structured note. Wait until late 2017 for it to come completely together.",,87,12.0,Bordeaux,Bordeaux Rosé,,Château Petit Moulin,Rosé,"Sentiment(polarity=0.10544217687074829, subjectivity=0.5241496598639456)"
557,,US,Bota Box 2011 Zinfandel (California),"Jammy and tart in acidity, with green mint and white pepper flavors alongside riper ones of raspberries, this is a Zinfandel that's easy to drink with burgers, and it can even take a slight chill in the fridge.",,83,20.0,California,California,California Other,Bota Box,Zinfandel,"Sentiment(polarity=0.01666666666666667, subjectivity=0.325)"
558,@vossroger,France,Chanson Père et Fils 2013 Beauregard Premier Cru  (Santenay),This wine is ripe with generous strawberry flavors and perfumed acidity. A smoky edge accompanies tastes of red cherry. The wine is rounded and light with attractive final acidity.,Beauregard Premier Cru,88,63.0,Burgundy,Santenay,,Chanson Père et Fils,Pinot Noir,"Sentiment(polarity=0.30000000000000004, subjectivity=0.675)"
559,,US,Alta Maria 2008 Pinot Noir (Santa Maria Valley),"This is quite a nobly structured Pinot Noir. It's tempting to describe it as thin, because it trades opulence for dryness and a certain spicy minerality. But that would seriously underestimate its considerable appeal, not to mention the subtle hints of wild cherries and raspberries. The more you sip, the more you like it. At this price, a terrific value.",,93,25.0,California,Santa Maria Valley,Central Coast,Alta Maria,Pinot Noir,"Sentiment(polarity=0.09476190476190476, subjectivity=0.6338095238095238)"
560,@wineschach,Chile,Chilensis 2013 Reserva Malbec (Maule Valley),"Blackberry aromas are oaky, with accents of mocha, sweet plastic and vanilla. A medium-bodied palate is slightly scratchy, while flavors of herbal plum and berry fruits show sweet, resiny oak and mint on the finish.",Reserva,85,10.0,Maule Valley,,,Chilensis,Malbec,"Sentiment(polarity=0.17777777777777778, subjectivity=0.48888888888888893)"
561,@AnneInVino,Austria,Wohlmuth 2016 Klassik Sauvignon Blanc (Südsteiermark),"A restrained mix of peach, passion fruit and lemon plays on the nose. These notions are intensified on a sprightly, light body that shows purity of expression. Fine spritz intensifies the fruit notes, framing them in friendly, ripe lemon. Despite its lightness, this has body and balance. It's an elegant, restrained but invigorating wine with an aromatic finish.",Klassik,90,,Südsteiermark,,,Wohlmuth,Sauvignon Blanc,"Sentiment(polarity=0.41833333333333333, subjectivity=0.6799999999999999)"
562,@wineschach,Chile,Echeverria 2009 Founder's Selection Cabernet Sauvignon (Maipo Valley),"This is slightly exotic in terms of herb and spice aromas and a note of coconutty oak. It feels blocky and tannic, but forward, with flavors of baked berry, cinnamon and chocolate. The finish is creamy feeling, oaky and spicy. Drink now–2014.",Founder's Selection,89,40.0,Maipo Valley,,,Echeverria,Cabernet Sauvignon,"Sentiment(polarity=0.5, subjectivity=1.0)"
563,,US,Raymond Burr 2006 Cabernet Sauvignon (Sonoma County),"Very dry and earthy, with tobacco, herb and blackberry flavors. Could be richer, but the structure is impeccable, and the wine is elegant. Ready now.",,87,38.0,California,Sonoma County,Sonoma,Raymond Burr,Cabernet Sauvignon,"Sentiment(polarity=0.3408333333333333, subjectivity=0.7575000000000001)"
